NOME_FUNDO;DOC_FUNDO;DATA_FUNDO;NOME_ORIGINADOR;DOC_ORIGINADOR;COD_ORIGINADOR;NOME_CEDENTE;DOC_CEDENTE;NOME_SACADO;DOC_SACADO;SEU_NUMERO;NU_DOCUMENTO;TIPO_RECEBIVEL;VALOR_NOMINAL;VALOR_PRESENTE;VALOR_AQUISICAO;VALOR_PDD;FAIXA_PDD;DATA_REFERENCIA;DATA_VENCIMENTO_ORIGINAL;DATA_VENCIMENTO_AJUSTADA;DATA_EMISSAO;DATA_AQUISICAO;PRAZO;PRAZO_ATUAL;SITUACAO_RECEBIVEL;TAXA_CESSAO;TX_RECEBIVEL;COOBRIGACAO;CHAVE_NF;NOSSO_NUMERO;
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;A D CAVALCANTI GALDINO - ME;20.324.499/0001-08;0000000000210000000058204;130820001;Duplicata;526,60;518,79;516,13;0,00;AA;10/03/2020;29/03/2020;29/03/2020;02/03/2020;03/03/2020;19;14;A vencer;0,30876414;0,30520272;Sim;35200351986958000134550010001308201007394322;006300000267
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;A D CAVALCANTI GALDINO - ME;20.324.499/0001-08;0000000000210000000058205;130820002;Duplicata;526,60;513,82;511,07;0,00;AA;10/03/2020;12/04/2020;12/04/2020;02/03/2020;03/03/2020;28;23;A vencer;0,30876414;0,30919457;Sim;35200351986958000134550010001308201007394322;006300000275
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;A D CAVALCANTI GALDINO - ME;20.324.499/0001-08;0000000000210000000058206;130820003;Duplicata;526,60;508,91;506,01;0,00;AA;10/03/2020;26/04/2020;26/04/2020;02/03/2020;03/03/2020;37;32;A vencer;0,30876414;0,31212496;Sim;35200351986958000134550010001308201007394322;006300000283
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;A J N M MARTINS ME;24.286.013/0001-37;0000000000210000000050200;26807001;Duplicata;717,67;717,67;702,97;358,84;F;10/03/2020;22/10/2019;22/10/2019;23/09/2019;24/09/2019;20;-140;Vencido;0,28718206;0,29792265;Sim;35190951986958000487550030000268071002055546;926700003070
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;A J N M MARTINS ME;24.286.013/0001-37;0000000000210000000050201;26807002;Duplicata;717,67;717,67;688,74;358,84;F;10/03/2020;21/11/2019;21/11/2019;23/09/2019;24/09/2019;41;-110;Vencido;0,28718206;0,28775120;Sim;35190951986958000487550030000268071002055546;926700003089
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;AGRICOLA MORENO DE LUIZ ANTONIO LTDA;15.417.965/0001-51;0000000000210000000048779;126747001;Duplicata;1.096,98;1.096,98;1.062,52;548,49;F;10/03/2020;26/10/2019;26/10/2019;12/09/2019;12/09/2019;32;-136;Vencido;0,29405106;0,28576047;Sim;35190951986958000134550010001267471002935645;925500001069
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;AGRICOLA MORENO DE NIPOA LTDA;15.418.409/0001-08;0000000000210000000049097;126820001;Duplicata;1.727,22;1.727,22;1.672,31;863,61;F;10/03/2020;30/10/2019;30/10/2019;16/09/2019;16/09/2019;32;-132;Vencido;0,29171426;0,28971310;Sim;35190951986958000134550010001268201004594324;925900000487
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;ALZE JUAZEIRO LTDA - ME;14.921.069/0001-62;0000000000210000000049388;126948002;Duplicata;786,84;786,84;749,37;236,05;E;10/03/2020;17/11/2019;17/11/2019;19/09/2019;19/09/2019;41;-114;Vencido;0,34810402;0,34971401;Sim;35190951986958000134550010001269481008791252;
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT;17.257.993/0001-84;0000000000210000000057949;130686001;Duplicata;2.800,00;2.770,45;2.737,44;0,00;AA;10/03/2020;21/03/2020;21/03/2020;21/02/2020;21/02/2020;19;9;A vencer;0,34593290;0,34945054;Sim;35200251986958000134550010001306861000186144;
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;26.631.527/0001-08;11/03/2020;ID GESTORA DE RECURSOS LTDA;21.046.086/0001-63;00000000000026631527;ARC COM+RCIO DE AUTO PE¦AS LTDA;51.986.958/0001-34;ANAMAR COM TRANSPORTES LT;56.697.287/0001-05;0000000000210000000057713;130463001;Duplicata;593,00;592,32;580,03;0,00;AA;10/03/2020;11/03/2020;11/03/2020;11/02/2020;12/02/2020;18;1;A vencer;0,33659828;0,36288533;Sim;35200251986958000134550010001304631005640689;004300000019
